pair_id	Sentence_A	Sentence_B	relation	order	additional_dimension	origin	A_cause_B	B_cause_A	A_precede_B	B_precede_A	answers	majority_vote	average_vote	quest_label	connective	connected_sent	conn_in_list	pair_ID	accept_answers	accept_st_dev	accept_average_vote	prompt	generated_answer_outlines	generated_answer_greedy	answer_greedy_cleaned
312	The chef baked the cake.	The chef decorated the cake.	temporal	B follows A	none	Descript	False	False	True	False	['NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.6	BA_temp	then	The chef baked the cake, after the chef decorated the cake.	after	541	['1', '1', '3', '10', '4', '9', '1', '6', '2', '2', '10', '4', '2', '1', '10']	3.49857113690718	4.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, because, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The chef baked the cake, after the chef decorated the cake.
Rating: "	4	"2

Explanation: The"	2
74	John lacks vitamin C.	John's mother has bought oranges for him.	causality	B follows A	none	e-care	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	thus	John lacks vitamin c, then John's mother has bought oranges for him.	then	437	['3', '4', '5', '1', '9', '7', '1', '5', '5', '10', '1', '1', '9', '10', '2']	3.303869784897031	4.866666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, then, after, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: John lacks vitamin c, then John's mother has bought oranges for him.
Rating: "	4	"2

Sentence: John"	2
583	Karl studied math.	Alice has studied physics for decades.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_cause	other	Karl studied math, because Alice has studied physics for decades.	because	2499	['2', '1', '3', '6', '8', '5', '1', '5', '1', '1', '8', '4', '2', '1', '8']	2.6699979192667715	3.733333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, after, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Karl studied math, because Alice has studied physics for decades.
Rating: "	6	"2

Sentence: Alice"	2
347	Simona took off her dirty clothes.	Simona put the dirty clothes in the washing machine.	temporal	B follows A	none	origin	False	False	True	False	['YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO', 'NO', 'YES']	yes	0.4	AB_cause	then	Simona took off her dirty clothes, so Simona put the dirty clothes in the washing machine.	so	3543	['4', '2', '5', '10', '8', '10', '1', '7', '3', '7', '8', '1', '9', '10', '1']	3.37573037364591	5.733333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, so, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Simona took off her dirty clothes, so Simona put the dirty clothes in the washing machine.
Rating: "	6	"8

Explanation: The"	8
403	The clock was broken.	The driver woke up.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_temp	other	The clock was broken, then the driver woke up.	then	904	['1', '1', '5', '8', '5', '1', '2', '5', '1', '2', '4', '4', '1', '1', '2']	2.093375795747677	2.8666666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The clock was broken, then the driver woke up.
Rating: "	1	"2

Explanation: The"	2
329	Lucy read the newspaper.	Lucy sat down on the sofa.	temporal	A follows B	none	Descript	False	False	False	True	['NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_cause	after	Lucy read the newspaper, so Lucy sat down on the sofa.	so	843	['5', '2', '3', '8', '7', '8', '1', '7', '2', '7', '7', '1', '2', '1', '7']	2.7535835237417845	4.533333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, after, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Lucy read the newspaper, so Lucy sat down on the sofa.
Rating: "	7	"5

Sentence: Lucy"	5
363	Michele drank the beer.	Michele poured the beer into the glass.	temporal	A follows B	none	origin	False	False	False	True	['YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.6	AB_cause	after	Michele drank the beer, so Michele poured the beer into the glass.	so	1764	['2', '2', '5', '5', '2', '9', '1', '5', '2', '5', '3', '1', '2', '1', '3']	2.1354156504062622	3.2	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Michele drank the beer, so Michele poured the beer into the glass.
Rating: "	4	"2

Sentence: Michele"	2
269	Gaia found the bus stop nearest to her location.	Gaia waited for the bus at the stop.	temporal	B follows A	none	Descript	False	False	True	False	['NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.6	BA_temp	then	Gaia found the bus stop nearest to her location, after Gaia waited for the bus at the stop.	after	4218	['3', '2', '3', '5', '1', '9', '1', '4', '2', '8', '7', '1', '9', '10', '7']	3.1453669632227865	4.8	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, after, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Gaia found the bus stop nearest to her location, after Gaia waited for the bus at the stop.
Rating: "	8	"8

Explanation: The"	8
113	Lila is very well organized.	Lila can find what she wants quickly.	causality	B follows A	none	e-care	True	False	True	False	['NO', 'YES', 'NO', 'YES', 'YES', 'NO', 'YES', 'NO', 'NO', 'YES']	inconclusive	0.0	BA_temp	thus	Lila is very well organized, after Lila can find what she wants quickly.	after	2100	['2', '2', '3', '1', '1', '10', '1', '6', '2', '8', '3', '1', '9', '1', '1']	3.0940803695659445	3.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, after, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Lila is very well organized, after Lila can find what she wants quickly.
Rating: "	7	"2
Explanation: The"	2
391	Massimo wrote the letter.	Massimo closed the letter.	temporal	B follows A	none	origin	False	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	then	Massimo wrote the letter, after Massimo closed the letter.	after	3982	['2', '1', '1', '3', '2', '5', '1', '4', '2', '5', '7', '1', '9', '1', '7']	2.5508168626278653	3.4	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Massimo wrote the letter, after Massimo closed the letter.
Rating: "	7	"2

Explanation: The"	2
316	The child ate the cake.	The mum cut the cake into pieces.	temporal	A follows B	none	Descript	False	False	False	True	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO']	no	-0.8	AB_cause	after	The child ate the cake, so the mum cut the cake into pieces.	so	430	['3', '2', '3', '7', '1', '5', '1', '7', '3', '4', '2', '1', '2', '1', '4']	1.9482185594936607	3.066666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, after, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The child ate the cake, so the mum cut the cake into pieces.
Rating: "	1	"2
Explanation: The"	2
406	Jude entered the pharmacy.	Lili went to the dentist.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_cause	other	Jude entered the pharmacy, because Lili went to the dentist.	because	1995	['1', '3', '1', '5', '2', '1', '1', '4', '1', '6', '9', '9', '2', '1', '8']	2.961981318869742	3.6	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, because, so, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Jude entered the pharmacy, because Lili went to the dentist.
Rating: "	7	"2

Sentence: L"	2
582	Many young birds were kept in this zoo.	There are lions in the zoo.	no_rel	none	none	origin	False	False	False	False	['NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_temp	other	Many young birds were kept in this zoo, after there are lions in the zoo.	after	3599	['1', '1', '3', '5', '1', '1', '1', '3', '1', '2', '1', '1', '2', '1', '1']	1.135292424395093	1.6666666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Many young birds were kept in this zoo, after there are lions in the zoo.
Rating: "	1	"2
Explanation: The"	2
569	Alice put some onions in the pan.	Karen ate the cake from the pan.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	other	Alice put some onions in the pan, after Karen ate the cake from the pan.	after	414	['4', '1', '7', '7', '7', '1', '2', '7', '1', '6', '2', '1', '2', '1', '8']	2.737395355686375	3.8	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, because, after, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Alice put some onions in the pan, after Karen ate the cake from the pan.
Rating: "	7	"2

Explanation: The"	2
281	Sara got undressed.	Sara got in the bathtub.	temporal	B follows A	none	Descript	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	then	Sara got undressed, then Sara got in the bathtub.	then	3732	['10', '9', '10', '10', '10', '9', '10', '4', '10', '10', '10', '10', '10', '10', '10']	1.4996295838935991	9.466666666666669	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, then, after, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Sara got undressed, then Sara got in the bathtub.
Rating: "	5	"8

Explanation: The"	8
471	Amanda applied to a university.	Lili graduated from college.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_temp	other	Amanda applied to a university, after Lili graduated from college.	after	246	['8', '4', '7', '7', '7', '9', '9', '3', '1', '9', '8', '10', '2', '10', '8']	2.809507667427397	6.8	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, because, after, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Amanda applied to a university, after Lili graduated from college.
Rating: "	5	"7

Sentence: Amanda"	7
385	Lucia put the letter into the envelope.	Lucia took an envelope.	temporal	A follows B	none	origin	False	False	False	True	['NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_temp	after	Lucia put the letter into the envelope, then Lucia took an envelope.	then	1841	['2', '1', '7', '2', '1', '5', '2', '6', '2', '6', '2', '1', '2', '1', '6']	2.14372469210847	3.066666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Lucia put the letter into the envelope, then Lucia took an envelope.
Rating: "	5	"2

Explanation: The"	2
504	Camilla exhibited her paintings at a gallery.	Camilla joined a photography club.	no_rel	none	none	origin	False	False	False	False	['NO', 'YES', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.6	BA_temp	other	Camilla exhibited her paintings at a gallery, after Camilla joined a photography club.	after	1394	['3', '2', '5', '8', '9', '9', '9', '4', '2', '9', '9', '8', '2', '10', '8']	2.963481436119049	6.466666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, because, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Camilla exhibited her paintings at a gallery, after Camilla joined a photography club.
Rating: "	6	"3

Explanation: The"	3
497	Jake built a cozy shelter for his cat.	Many animals were kept in this zoo.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_temp	other	Jake built a cozy shelter for his cat, then many animals were kept in this zoo.	then	1077	['1', '1', '3', '1', '1', '1', '2', '4', '1', '1', '1', '1', '2', '1', '1']	0.8844332774281066	1.4666666666666666	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, then, so, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Jake built a cozy shelter for his cat, then many animals were kept in this zoo.
Rating: "	4	"2

Explanation: The"	2
82	There was a loud noise.	The boy woke up.	causality	B follows A	none	origin	True	False	True	False	['NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.8	AB_temp	thus	There was a loud noise, then the boy woke up.	then	153	['10', '10', '10', '10', '10', '9', '10', '7', '8', '10', '10', '10', '10', '10', '9']	0.8844332774281067	9.533333333333331	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: There was a loud noise, then the boy woke up.
Rating: "	5	"8

Explanation: The"	8
230	Clara bought the plane tickets.	Clara prepared and packed the luggage.	temporal	B follows A	none	Descript	False	False	True	False	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_temp	then	Clara bought the plane tickets, after Clara prepared and packed the luggage.	after	2741	['3', '7', '10', '10', '10', '8', '5', '5', '5', '6', '10', '7', '2', '10', '10']	2.6882460204874605	7.2	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, after, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Clara bought the plane tickets, after Clara prepared and packed the luggage.
Rating: "	5	"8

Explanation: The"	8
469	Emily owns a dog.	Jake adores his cat.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	other	Emily owns a dog, after Jake adores his cat.	after	3490	['1', '1', '1', '1', '1', '1', '1', '4', '1', '2', '1', '1', '2', '1', '1']	0.7888106377466155	1.3333333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Emily owns a dog, after Jake adores his cat.
Rating: "	7	"2
Explanation: The"	2
544	The cholesterol in Tom's body is extremely high.	My father has to control hypertension.	no_rel	none	none	origin	False	False	False	False	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	BA_cause	other	The cholesterol in Tom's body is extremely high, because my father has to control hypertension.	because	31	['1', '1', '1', '1', '1', '7', '1', '6', '1', '1', '1', '1', '2', '1', '5']	2.0154955277107964	2.066666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The cholesterol in Tom's body is extremely high, because my father has to control hypertension.
Rating: "	6	"2
Explanation: The"	2
554	The doctor was experienced in dealing with emergencies in the pediatric ward.	Linda was a nurse.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	other	The doctor was experienced in dealing with emergencies in the pediatric ward, so Linda was a nurse.	so	3833	['1', '2', '1', '4', '1', '8', '1', '4', '1', '2', '1', '1', '2', '1', '1']	1.8785337071473829	2.066666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The doctor was experienced in dealing with emergencies in the pediatric ward, so Linda was a nurse.
Rating: "	2	"2

Explanation: The"	2
477	The speed limit was too low.	Mark had a red car.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	other	The speed limit was too low, so Mark had a red car.	so	2098	['1', '1', '1', '1', '1', '3', '1', '5', '1', '2', '1', '1', '1', '1', '4']	1.2472191289246468	1.6666666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The speed limit was too low, so Mark had a red car.
Rating: "	4	"2

Sentence: Mark"	2
523	There was a big window in the bathroom.	The door of the bathroom was closed.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO']	no	-0.6	BA_temp	other	There was a big window in the bathroom, after the door of the bathroom was closed.	after	2579	['1', '1', '2', '1', '1', '6', '1', '6', '1', '3', '1', '1', '2', '1', '1']	1.6918103387266028	1.933333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, so, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: There was a big window in the bathroom, after the door of the bathroom was closed.
Rating: "	4	"2
Explanation: The"	2
37	Mark is a transgender man.	Albert thinks Mark is not a real man.	causality	B follows A	socially_challenging	origin	True	False	True	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_temp	thus	Mark is a transgender man, after Albert thinks Mark is not a real man.	after	1327	['1', '1', '5', '4', '1', '10', '1', '5', '2', '6', '1', '1', '2', '1', '1']	2.587147721590968	2.8	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, because, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Mark is a transgender man, after Albert thinks Mark is not a real man.
Rating: "	1	"2

Sentence: Mark"	2
169	The government introduced policies to promote tourism.	Tourists got a discount for travel.	causality	B follows A	none	e-care	True	False	True	False	['NO', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'NO', 'YES', 'YES']	yes	0.4	AB_temp	thus	The government introduced policies to promote tourism, then tourists got a discount for travel.	then	1920	['8', '6', '10', '10', '3', '10', '10', '5', '5', '10', '8', '8', '9', '10', '4']	2.407396011369038	7.733333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, so, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The government introduced policies to promote tourism, then tourists got a discount for travel.
Rating: "	4	"5

Explanation: The"	5
71	Sherry is waiting for the train to Shanghai.	Sherry is going to Shanghai by train.	causality	A follows B	none	e-care	False	True	False	True	['YES', 'NO', 'YES', 'YES', 'YES', 'NO', 'YES', 'NO', 'NO', 'YES']	yes	0.2	BA_cause	because	Sherry is waiting for the train to shanghai, because Sherry is going to shanghai by train.	because	2696	['8', '7', '10', '10', '10', '9', '10', '7', '10', '10', '10', '8', '9', '10', '10']	1.1075498483890769	9.2	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, after, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Sherry is waiting for the train to shanghai, because Sherry is going to shanghai by train.
Rating: "	1	"9

Explanation: The"	9
522	Katy read a book.	Bob wrote an email.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	AB_cause	other	Katy read a book, so Bob wrote an email.	so	2007	['9', '2', '3', '6', '6', '4', '2', '5', '1', '1', '10', '5', '2', '1', '10']	3.095516470998373	4.466666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, because, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Katy read a book, so Bob wrote an email.
Rating: "	7	"5

Sentence: Bob"	5
162	A search party was assembled.	The man got lost in the woods.	causality	A follows B	none	big_bench	False	True	False	True	['NO', 'NO', 'NO', 'YES', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.6	AB_temp	because	A search party was assembled, then the man got lost in the woods.	then	1155	['1', '1', '3', '1', '1', '6', '1', '5', '2', '4', '9', '1', '2', '1', '1']	2.3323807579381204	2.6	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, after, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: A search party was assembled, then the man got lost in the woods.
Rating: "	4	"2

Sentence: The"	2
204	The airplane landed.	The stewardesses greeted the passengers.	temporal	B follows A	none	origin	False	False	True	False	['YES', 'YES', 'NO', 'YES', 'NO', 'NO', 'YES', 'NO', 'NO', 'YES']	inconclusive	0.0	BA_temp	then	The airplane landed, after the stewardesses greeted the passengers.	after	1903	['5', '2', '5', '7', '4', '9', '1', '5', '1', '2', '8', '2', '2', '1', '6']	2.581988897471611	4.0	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, so, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The airplane landed, after the stewardesses greeted the passengers.
Rating: "	4	"7
Explanation: The"	7
23	Karen's parents do not like her.	Karen is a transgender woman.	causality	A follows B	socially_challenging	origin	False	True	False	True	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-0.8	AB_temp	because	Karen's parents do not like her, then Karen is a transgender woman.	then	3806	['1', '1', '3', '1', '1', '9', '1', '3', '1', '2', '1', '1', '2', '1', '1']	2.015495527710797	1.933333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, then, after, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Karen's parents do not like her, then Karen is a transgender woman.
Rating: "	6	"2

Sentence: Karen"	2
92	Maria lowered the handle.	The door opened.	causality	B follows A	none	origin	True	False	True	False	['YES', 'YES', 'YES', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO']	yes	0.6	AB_temp	thus	Maria lowered the handle, then the door opened.	then	1032	['10', '8', '10', '10', '10', '9', '10', '5', '5', '8', '10', '10', '9', '10', '10']	1.691810338726603	8.933333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, then, because, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Maria lowered the handle, then the door opened.
Rating: "	4	"8

Sentence: Maria"	8
495	The farmer left the market.	Luke ate food at the market.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO']	no	-1.0	BA_cause	other	The farmer left the market, because Luke ate food at the market.	because	1365	['2', '2', '3', '8', '1', '8', '5', '6', '1', '7', '3', '7', '2', '1', '1']	2.638181191654584	3.8	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, so, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The farmer left the market, because Luke ate food at the market.
Rating: "	4	"3

Sentence: Luke"	3
166	The doctor prescribed an antihistamine.	Tom is suffering from acute allergies.	causality	A follows B	none	e-care	False	True	False	True	['YES', 'YES', 'YES', 'NO', 'NO', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	0.6	BA_temp	because	The doctor prescribed an antihistamine, after Tom is suffering from acute allergies.	after	819	['4', '2', '10', '5', '1', '10', '5', '3', '7', '6', '3', '1', '2', '10', '1']	3.197221015541813	4.666666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, because, then, so.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The doctor prescribed an antihistamine, after Tom is suffering from acute allergies.
Rating: "	1	"2
Explanation: The"	2
142	Tom has a clear understanding of this problem.	Tom successfully solved the problem.	causality	B follows A	none	e-care	True	False	True	False	['NO', 'NO', 'NO', 'YES', 'NO', 'YES', 'NO', 'NO', 'YES', 'YES']	no	-0.2	BA_cause	thus	Tom has a clear understanding of this problem, because Tom successfully solved the problem.	because	1927	['9', '7', '10', '10', '5', '10', '9', '5', '3', '9', '10', '10', '9', '10', '9']	2.1807236311728166	8.333333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, after, because, then.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Tom has a clear understanding of this problem, because Tom successfully solved the problem.
Rating: "	1	"9

Explanation: The"	9
143	Silvia is allergic to yeast.	Silvia cannot touch the dough.	causality	B follows A	none	e-care	True	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES']	yes	1.0	AB_temp	thus	Silvia is allergic to yeast, then Silvia cannot touch the dough.	then	2973	['8', '6', '6', '2', '1', '8', '1', '6', '3', '5', '2', '3', '2', '1', '1']	2.494438257849294	3.6666666666666665	"Evaluate the acceptability of sentences that describe two events linked by connectives: after, so, then, because.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Silvia is allergic to yeast, then Silvia cannot touch the dough.
Rating: "	3	"2

Sentence: Sil"	2
439	There were gray clouds in the sky.	The moon shone brightly.	no_rel	none	none	origin	False	False	False	False	['NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'NO']	no	-0.8	AB_temp	other	There were gray clouds in the sky, then the moon shone brightly.	then	1605	['2', '6', '5', '6', '4', '6', '7', '4', '1', '9', '10', '9', '2', '1', '10']	3.03021818063027	5.466666666666667	"Evaluate the acceptability of sentences that describe two events linked by connectives: because, so, then, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: There were gray clouds in the sky, then the moon shone brightly.
Rating: "	1	"2
Explanation: The"	2
586	The child broke his parent's phone.	The baby cried.	no_rel	none	none	origin	False	False	False	False	['YES', 'NO', 'NO', 'NO', 'NO', 'NO', 'NO', 'YES', 'YES', 'YES']	no	-0.2	AB_cause	other	The child broke his parent's phone, so the baby cried.	so	1078	['2', '2', '7', '9', '2', '7', '1', '6', '1', '1', '7', '1', '4', '1', '8']	2.931817790306136	3.933333333333333	"Evaluate the acceptability of sentences that describe two events linked by connectives: then, so, because, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: The child broke his parent's phone, so the baby cried.
Rating: "	4	"2
Explanation: The"	2
226	Camilla went to the library.	Camilla chose a book.	temporal	B follows A	none	Descript	False	False	True	False	['YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'YES', 'NO']	yes	0.8	AB_temp	then	Camilla went to the library, then Camilla chose a book.	then	3814	['10', '8', '10', '10', '10', '9', '10', '4', '10', '10', '10', '10', '9', '10', '10']	1.5347819244295116	9.333333333333334	"Evaluate the acceptability of sentences that describe two events linked by connectives: so, then, because, after.

Rate each sentence on a scale from 1 to 10 based on how well the connective expresses the relationship between the events.

Sentence: Camilla went to the library, then Camilla chose a book.
Rating: "	4	"8

Sentence: Cam"	8
